date,Appliances,lights
14/01/2016 16:00,30,0
14/01/2016 16:10,30,0
14/01/2016 16:20,200,0
14/01/2016 16:30,450,0
14/01/2016 16:40,400,0
14/01/2016 16:50,740,0
14/01/2016 17:00,910,0
14/01/2016 17:10,610,10
14/01/2016 17:20,510,10
14/01/2016 17:30,190,0
14/01/2016 17:40,110,10
14/01/2016 17:50,100,0
14/01/2016 18:00,90,10
14/01/2016 18:10,110,10
14/01/2016 18:20,100,0
14/01/2016 18:30,110,10
14/01/2016 18:40,100,10
14/01/2016 18:50,790,10
14/01/2016 19:00,380,10
14/01/2016 19:10,360,10
14/01/2016 19:20,360,10
14/01/2016 19:30,100,10
14/01/2016 19:40,100,10
14/01/2016 19:50,90,10
14/01/2016 20:00,90,20
14/01/2016 20:10,110,10
14/01/2016 20:20,140,30
14/01/2016 20:30,110,20
14/01/2016 20:40,100,20
14/01/2016 20:50,110,20
14/01/2016 21:00,130,20
14/01/2016 21:10,140,30
14/01/2016 21:20,130,20
14/01/2016 21:30,120,20
14/01/2016 21:40,100,10
14/01/2016 21:50,80,0
14/01/2016 22:00,50,10
14/01/2016 22:10,50,0
14/01/2016 22:20,50,0
14/01/2016 22:30,40,0
14/01/2016 22:40,50,0
14/01/2016 22:50,50,0
14/01/2016 23:00,50,0
14/01/2016 23:10,40,0
14/01/2016 23:20,30,0
14/01/2016 23:30,30,0
14/01/2016 23:40,40,0
14/01/2016 23:50,40,0
15/01/2016 00:00,50,0
15/01/2016 00:10,60,0
15/01/2016 00:20,50,0
15/01/2016 00:30,60,0
15/01/2016 00:40,50,0
15/01/2016 00:50,50,0
15/01/2016 01:00,50,0
15/01/2016 01:10,50,0
15/01/2016 01:20,50,0
15/01/2016 01:30,50,0
15/01/2016 01:40,60,0
15/01/2016 01:50,50,0
15/01/2016 02:00,50,0
15/01/2016 02:10,50,0
15/01/2016 02:20,50,0
15/01/2016 02:30,40,0
15/01/2016 02:40,50,0
15/01/2016 02:50,40,0
15/01/2016 03:00,30,0
15/01/2016 03:10,40,0
15/01/2016 03:20,30,0
15/01/2016 03:30,60,0
15/01/2016 03:40,50,0
15/01/2016 03:50,50,0
15/01/2016 04:00,40,0
15/01/2016 04:10,50,0
15/01/2016 04:20,60,0
15/01/2016 04:30,50,0
15/01/2016 04:40,50,0
15/01/2016 04:50,50,0
15/01/2016 05:00,50,0
15/01/2016 05:10,40,0
15/01/2016 05:20,50,0
15/01/2016 05:30,50,0
15/01/2016 05:40,50,0
15/01/2016 05:50,60,0
15/01/2016 06:00,50,0
15/01/2016 06:10,40,0
15/01/2016 06:20,50,0
15/01/2016 06:30,50,0
15/01/2016 06:40,50,0
15/01/2016 06:50,30,0
15/01/2016 07:00,70,10
15/01/2016 07:10,50,10
15/01/2016 07:20,50,10
15/01/2016 07:30,50,10
15/01/2016 07:40,50,0
15/01/2016 07:50,40,10
15/01/2016 08:00,50,10
15/01/2016 08:10,50,10
15/01/2016 08:20,150,10
15/01/2016 08:30,390,20
15/01/2016 08:40,390,10
15/01/2016 08:50,380,10
15/01/2016 09:00,400,10
15/01/2016 09:10,370,10
15/01/2016 09:20,310,10
15/01/2016 09:30,40,10
15/01/2016 09:40,50,0
15/01/2016 09:50,70,10
15/01/2016 10:00,60,10
15/01/2016 10:10,90,10
15/01/2016 10:20,60,10
15/01/2016 10:30,60,20
15/01/2016 10:40,100,0
15/01/2016 10:50,380,10
15/01/2016 11:00,390,10
15/01/2016 11:10,130,10
15/01/2016 11:20,60,0
15/01/2016 11:30,60,10
15/01/2016 11:40,50,10
15/01/2016 11:50,60,10
15/01/2016 12:00,60,10
15/01/2016 12:10,240,0
15/01/2016 12:20,80,10
15/01/2016 12:30,80,0
15/01/2016 12:40,400,0
15/01/2016 12:50,400,0
15/01/2016 13:00,460,10
15/01/2016 13:10,170,0
15/01/2016 13:20,210,0
15/01/2016 13:30,190,0
15/01/2016 13:40,70,0
15/01/2016 13:50,80,0
15/01/2016 14:00,60,10
15/01/2016 14:10,70,0
15/01/2016 14:20,60,0
15/01/2016 14:30,70,0
15/01/2016 14:40,60,0
15/01/2016 14:50,60,0
15/01/2016 15:00,60,0
15/01/2016 15:10,60,0
15/01/2016 15:20,60,0
15/01/2016 15:30,50,10
15/01/2016 15:40,50,0
15/01/2016 15:50,60,0
15/01/2016 16:00,50,0
15/01/2016 16:10,50,0
15/01/2016 16:20,70,0
15/01/2016 16:30,50,0
15/01/2016 16:40,60,0
15/01/2016 16:50,60,0
15/01/2016 17:00,90,0
15/01/2016 17:10,100,10
15/01/2016 17:20,90,0
15/01/2016 17:30,100,10
15/01/2016 17:40,110,0
15/01/2016 17:50,100,10
15/01/2016 18:00,80,0
15/01/2016 18:10,110,10
15/01/2016 18:20,260,10
15/01/2016 18:30,350,10
15/01/2016 18:40,500,10
15/01/2016 18:50,370,10
15/01/2016 19:00,330,20
15/01/2016 19:10,100,10
15/01/2016 19:20,110,20
15/01/2016 19:30,140,20
15/01/2016 19:40,310,30
15/01/2016 19:50,330,20
15/01/2016 20:00,190,20
15/01/2016 20:10,160,20
15/01/2016 20:20,160,30
15/01/2016 20:30,480,10
15/01/2016 20:40,280,20
15/01/2016 20:50,130,20
15/01/2016 21:00,150,20
15/01/2016 21:10,140,20
15/01/2016 21:20,130,20
15/01/2016 21:30,130,20
15/01/2016 21:40,340,20
15/01/2016 21:50,490,10
15/01/2016 22:00,230,10
15/01/2016 22:10,360,10
15/01/2016 22:20,410,10
15/01/2016 22:30,150,0
15/01/2016 22:40,80,10
15/01/2016 22:50,80,10
15/01/2016 23:00,70,10
15/01/2016 23:10,70,10
15/01/2016 23:20,70,0
15/01/2016 23:30,60,10
15/01/2016 23:40,60,10
15/01/2016 23:50,50,10
16/01/2016 00:00,50,0
16/01/2016 00:10,50,0
16/01/2016 00:20,30,0
16/01/2016 00:30,20,0
16/01/2016 00:40,40,0
16/01/2016 00:50,50,0
16/01/2016 01:00,50,0
16/01/2016 01:10,50,0
16/01/2016 01:20,60,0
16/01/2016 01:30,50,0
16/01/2016 01:40,60,0
16/01/2016 01:50,50,0
16/01/2016 02:00,40,0
16/01/2016 02:10,50,0
16/01/2016 02:20,50,0
16/01/2016 02:30,50,0
16/01/2016 02:40,50,0
16/01/2016 02:50,40,0
16/01/2016 03:00,30,0
16/01/2016 03:10,30,0
16/01/2016 03:20,40,0
16/01/2016 03:30,50,0
16/01/2016 03:40,50,0
16/01/2016 03:50,50,0
16/01/2016 04:00,50,0
16/01/2016 04:10,60,0
16/01/2016 04:20,50,0
16/01/2016 04:30,50,0
16/01/2016 04:40,40,0
16/01/2016 04:50,50,0
16/01/2016 05:00,50,0
16/01/2016 05:10,50,0
16/01/2016 05:20,50,0
16/01/2016 05:30,30,0
16/01/2016 05:40,30,0
16/01/2016 05:50,30,0
16/01/2016 06:00,50,0
16/01/2016 06:10,50,0
16/01/2016 06:20,40,0
16/01/2016 06:30,60,0
16/01/2016 06:40,60,0
16/01/2016 06:50,50,0
16/01/2016 07:00,50,0
16/01/2016 07:10,50,0
16/01/2016 07:20,220,0
16/01/2016 07:30,390,10
16/01/2016 07:40,380,10
16/01/2016 07:50,390,10
16/01/2016 08:00,390,10
16/01/2016 08:10,240,10
16/01/2016 08:20,40,10
16/01/2016 08:30,70,10
16/01/2016 08:40,50,0
16/01/2016 08:50,50,0
16/01/2016 09:00,70,0
16/01/2016 09:10,60,0
16/01/2016 09:20,70,0
16/01/2016 09:30,60,0
16/01/2016 09:40,50,0
16/01/2016 09:50,60,0
16/01/2016 10:00,60,0
16/01/2016 10:10,80,0
16/01/2016 10:20,100,0
16/01/2016 10:30,60,0
16/01/2016 10:40,70,0
16/01/2016 10:50,60,0
16/01/2016 11:00,60,0
16/01/2016 11:10,50,0
16/01/2016 11:20,50,0
16/01/2016 11:30,40,0
16/01/2016 11:40,50,0
16/01/2016 11:50,70,0
16/01/2016 12:00,60,0
16/01/2016 12:10,60,0
16/01/2016 12:20,80,0
16/01/2016 12:30,80,0
16/01/2016 12:40,80,0
16/01/2016 12:50,90,0
16/01/2016 13:00,90,0
16/01/2016 13:10,100,0
16/01/2016 13:20,80,0
16/01/2016 13:30,90,0
16/01/2016 13:40,80,0
16/01/2016 13:50,80,0
16/01/2016 14:00,80,0
16/01/2016 14:10,80,0
16/01/2016 14:20,90,0
16/01/2016 14:30,70,0
16/01/2016 14:40,50,0
16/01/2016 14:50,60,10
16/01/2016 15:00,70,10
16/01/2016 15:10,80,10
16/01/2016 15:20,70,10
16/01/2016 15:30,370,10
16/01/2016 15:40,410,20
16/01/2016 15:50,250,10
16/01/2016 16:00,80,10
16/01/2016 16:10,70,10
16/01/2016 16:20,70,0
16/01/2016 16:30,80,10
16/01/2016 16:40,70,20
16/01/2016 16:50,80,20
16/01/2016 17:00,80,20
16/01/2016 17:10,150,20
16/01/2016 17:20,380,30
16/01/2016 17:30,290,30
16/01/2016 17:40,270,20
16/01/2016 17:50,420,30
16/01/2016 18:00,280,20
16/01/2016 18:10,300,20
16/01/2016 18:20,350,30
16/01/2016 18:30,270,20
16/01/2016 18:40,560,20
16/01/2016 18:50,1080,30
16/01/2016 19:00,750,20
16/01/2016 19:10,390,10
16/01/2016 19:20,350,10
16/01/2016 19:30,340,10
16/01/2016 19:40,290,20
16/01/2016 19:50,230,40
16/01/2016 20:00,120,30
16/01/2016 20:10,110,40
16/01/2016 20:20,100,40
16/01/2016 20:30,110,40
16/01/2016 20:40,130,40
16/01/2016 20:50,140,30
16/01/2016 21:00,110,30
16/01/2016 21:10,100,20
16/01/2016 21:20,100,30
16/01/2016 21:30,110,20
16/01/2016 21:40,110,20
16/01/2016 21:50,190,20
16/01/2016 22:00,450,20
16/01/2016 22:10,210,20
16/01/2016 22:20,100,30
16/01/2016 22:30,90,20
16/01/2016 22:40,90,20
16/01/2016 22:50,80,20
16/01/2016 23:00,70,20
16/01/2016 23:10,70,10
16/01/2016 23:20,70,10
16/01/2016 23:30,60,0
16/01/2016 23:40,30,0
16/01/2016 23:50,30,0
17/01/2016 00:00,30,0
17/01/2016 00:10,40,0
17/01/2016 00:20,50,0
17/01/2016 00:30,60,0
17/01/2016 00:40,50,0
17/01/2016 00:50,50,0
17/01/2016 01:00,50,0
17/01/2016 01:10,50,0
17/01/2016 01:20,50,0
17/01/2016 01:30,50,0
17/01/2016 01:40,50,0
17/01/2016 01:50,60,0
17/01/2016 02:00,50,0
17/01/2016 02:10,60,0
17/01/2016 02:20,50,0
17/01/2016 02:30,40,0
17/01/2016 02:40,30,0
17/01/2016 02:50,30,0
17/01/2016 03:00,30,0
17/01/2016 03:10,60,0
17/01/2016 03:20,50,0
17/01/2016 03:30,60,0
17/01/2016 03:40,50,0
17/01/2016 03:50,50,0
17/01/2016 04:00,50,0
17/01/2016 04:10,40,0
17/01/2016 04:20,60,0
17/01/2016 04:30,50,0
17/01/2016 04:40,60,0
17/01/2016 04:50,50,0
17/01/2016 05:00,50,0
17/01/2016 05:10,40,0
17/01/2016 05:20,50,0
17/01/2016 05:30,50,0
17/01/2016 05:40,30,0
17/01/2016 05:50,40,0
17/01/2016 06:00,30,0
17/01/2016 06:10,50,0
17/01/2016 06:20,50,0
17/01/2016 06:30,40,0
17/01/2016 06:40,50,0
17/01/2016 06:50,50,0
17/01/2016 07:00,170,0
17/01/2016 07:10,400,0
17/01/2016 07:20,390,10
17/01/2016 07:30,370,10
17/01/2016 07:40,390,10
17/01/2016 07:50,370,10
17/01/2016 08:00,380,10
17/01/2016 08:10,100,10
17/01/2016 08:20,90,20
17/01/2016 08:30,470,10
17/01/2016 08:40,320,0
17/01/2016 08:50,270,0
17/01/2016 09:00,260,0
17/01/2016 09:10,230,0
17/01/2016 09:20,470,10
17/01/2016 09:30,400,0
17/01/2016 09:40,290,0
17/01/2016 09:50,100,0
17/01/2016 10:00,90,0
17/01/2016 10:10,90,0
17/01/2016 10:20,90,0
17/01/2016 10:30,90,0
17/01/2016 10:40,100,0
17/01/2016 10:50,80,0
17/01/2016 11:00,180,0
17/01/2016 11:10,440,0
17/01/2016 11:20,300,0
17/01/2016 11:30,250,0
17/01/2016 11:40,280,0
17/01/2016 11:50,460,0
17/01/2016 12:00,120,0
17/01/2016 12:10,120,0
17/01/2016 12:20,110,0
17/01/2016 12:30,130,0
17/01/2016 12:40,110,0
17/01/2016 12:50,120,0
17/01/2016 13:00,120,0
17/01/2016 13:10,120,0
17/01/2016 13:20,130,0
17/01/2016 13:30,120,0
17/01/2016 13:40,120,0
17/01/2016 13:50,410,0
17/01/2016 14:00,420,0
17/01/2016 14:10,140,0
17/01/2016 14:20,60,0
17/01/2016 14:30,60,0
17/01/2016 14:40,70,10
17/01/2016 14:50,80,0
17/01/2016 15:00,100,0
17/01/2016 15:10,80,0
17/01/2016 15:20,80,0
17/01/2016 15:30,70,0
17/01/2016 15:40,80,0
17/01/2016 15:50,80,0
17/01/2016 16:00,90,0
17/01/2016 16:10,80,0
17/01/2016 16:20,80,0
17/01/2016 16:30,80,0
17/01/2016 16:40,80,0
17/01/2016 16:50,80,10
17/01/2016 17:00,90,10
17/01/2016 17:10,130,10
17/01/2016 17:20,380,20
17/01/2016 17:30,800,10
17/01/2016 17:40,790,10
17/01/2016 17:50,540,20
17/01/2016 18:00,120,20
17/01/2016 18:10,110,20
17/01/2016 18:20,160,30
17/01/2016 18:30,140,20
17/01/2016 18:40,550,20
17/01/2016 18:50,530,10
17/01/2016 19:00,100,0
17/01/2016 19:10,100,10
17/01/2016 19:20,90,10
17/01/2016 19:30,90,10
17/01/2016 19:40,100,10
17/01/2016 19:50,130,10
17/01/2016 20:00,110,10
17/01/2016 20:10,120,20
17/01/2016 20:20,100,30
17/01/2016 20:30,110,20
17/01/2016 20:40,100,20
17/01/2016 20:50,120,20
17/01/2016 21:00,250,30
17/01/2016 21:10,110,10
17/01/2016 21:20,110,0
17/01/2016 21:30,150,10
17/01/2016 21:40,110,20
17/01/2016 21:50,50,10
17/01/2016 22:00,40,10
17/01/2016 22:10,50,10
17/01/2016 22:20,50,10
17/01/2016 22:30,70,10
17/01/2016 22:40,60,20
17/01/2016 22:50,60,10
17/01/2016 23:00,70,10
17/01/2016 23:10,50,10
17/01/2016 23:20,70,10
17/01/2016 23:30,60,10
17/01/2016 23:40,70,20
17/01/2016 23:50,60,10
18/01/2016 00:00,60,10
18/01/2016 00:10,50,10
18/01/2016 00:20,40,10
18/01/2016 00:30,30,20
18/01/2016 00:40,40,0
18/01/2016 00:50,50,0
18/01/2016 01:00,50,0
18/01/2016 01:10,40,0
18/01/2016 01:20,50,10
18/01/2016 01:30,40,0
18/01/2016 01:40,40,0
18/01/2016 01:50,40,0
18/01/2016 02:00,60,0
18/01/2016 02:10,50,0
18/01/2016 02:20,50,0
18/01/2016 02:30,40,0
18/01/2016 02:40,40,0
18/01/2016 02:50,20,0
18/01/2016 03:00,30,0
18/01/2016 03:10,20,0
18/01/2016 03:20,50,0
18/01/2016 03:30,60,0
18/01/2016 03:40,40,0
18/01/2016 03:50,50,0
18/01/2016 04:00,40,0
